DATE,Index
1/1/2008,201.55
1/1/2009,188.75
1/1/2010,179.99
1/1/2011,172.63
1/1/2012,169.49
1/1/2013,169.24
1/1/2014,168.97
1/1/2015,171.8
1/1/2016,173.8
1/1/2017,178.64
1/1/2018,186.28
1/1/2019,196.91
1/1/2020,210.68
