DATE,REALGDPALL48201
1/1/2001,244128701
1/1/2002,242658014
1/1/2003,243159988
1/1/2004,265896284
1/1/2005,269128633
1/1/2006,291331105
1/1/2007,314805758
1/1/2008,306964800
1/1/2009,303210517
1/1/2010,315238850
1/1/2011,323588295
1/1/2012,333797149
1/1/2013,346384587
1/1/2014,349764201
1/1/2015,368946321
1/1/2016,364787186
1/1/2017,367138880
1/1/2018,376949835
1/1/2019,373087121
1/1/2020,359650873
