DATE,ATNHPIUS36061A
1998-01-01,92.43
1999-01-01,94.36
2000-01-01,100.00
2001-01-01,115.75
2002-01-01,142.96
2003-01-01,160.21
2004-01-01,178.48
2005-01-01,158.55
2006-01-01,240.98
2007-01-01,268.65
2008-01-01,260.96
2009-01-01,278.61
2010-01-01,248.76
2011-01-01,269.47
2012-01-01,277.81
2013-01-01,282.32
2014-01-01,303.54
2015-01-01,247.32
2016-01-01,.
2017-01-01,.
2018-01-01,.
2019-01-01,.
2020-01-01,537.03
