DATE,REALGDPALL36081
2001-01-01,67738693
2002-01-01,68533221
2003-01-01,69527790
2004-01-01,71049830
2005-01-01,70913710
2006-01-01,71200985
2007-01-01,73405180
2008-01-01,74510763
2009-01-01,74533324
2010-01-01,76415735
2011-01-01,77001261
2012-01-01,78199163
2013-01-01,79463940
2014-01-01,81511925
2015-01-01,83499070
2016-01-01,84520974
2017-01-01,86083841
2018-01-01,92332983
2019-01-01,92693860
2020-01-01,82327855
