DATE,REALGDPALL36005
2001-01-01,29558344
2002-01-01,30022912
2003-01-01,30215716
2004-01-01,30588659
2005-01-01,30799476
2006-01-01,30513897
2007-01-01,31039725
2008-01-01,31989629
2009-01-01,32294533
2010-01-01,32778883
2011-01-01,32749638
2012-01-01,33257385
2013-01-01,33853404
2014-01-01,34083972
2015-01-01,34003972
2016-01-01,34786115
2017-01-01,34993690
2018-01-01,37841726
2019-01-01,39295797
2020-01-01,36937647
