DATE,BPPRIV048201
1/1/1990,10151
1/1/1991,12647
1/1/1992,12558
1/1/1993,13222
1/1/1994,15855
1/1/1995,14093
1/1/1996,14492
1/1/1997,23006
1/1/1998,35406
1/1/1999,25862
1/1/2000,24565
1/1/2001,26419
1/1/2002,34339
1/1/2003,40983
1/1/2004,36395
1/1/2005,41506
1/1/2006,46455
1/1/2007,40238
1/1/2008,27877
1/1/2009,14142
1/1/2010,15039
1/1/2011,17338
1/1/2012,27154
1/1/2013,30998
1/1/2014,40060
1/1/2015,33975
1/1/2016,22661
1/1/2017,22818
1/1/2018,34149
1/1/2019,37755
1/1/2020,36961
