DATE,BPPRIV012086
1999-01-01,14067.0
2000-01-01,12475.0
2001-01-01,13996.0
2002-01-01,14606.0
2003-01-01,15533.0
2004-01-01,22856.0
2005-01-01,26120.0
2006-01-01,20017.0
2007-01-01,8082.0
2008-01-01,3474.0
2009-01-01,1395.0
2010-01-01,3203.0
2011-01-01,2618.0
2012-01-01,5069.0
2013-01-01,10316.0
2014-01-01,7731.0
2015-01-01,12617.0
2016-01-01,9317.0
2017-01-01,10554.0
2018-01-01,11703.0
2019-01-01,10008.0
2020-01-01,9831.0
