DATE,REALGDPALL36047
2001-01-01,56881438
2002-01-01,58199990
2003-01-01,58918589
2004-01-01,59746229
2005-01-01,59125362
2006-01-01,59057792
2007-01-01,60519247
2008-01-01,62768385
2009-01-01,63956779
2010-01-01,66301070
2011-01-01,66254435
2012-01-01,68596303
2013-01-01,70166568
2014-01-01,72542243
2015-01-01,75667897
2016-01-01,77574304
2017-01-01,79912824
2018-01-01,87378679
2019-01-01,90988296
2020-01-01,86150658
